algorithm,prediction_multiplier,cr
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.1,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.5,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
Classical Randomized,0.8,1.5819767068693265
